C Code,D code
WAS-WSTSS-P----,451620020000
WAS-WSTSH-P----,451620030000
WA-DWSTSWA--A--,451620040000
WAS-WSVE--P----,451621000000
WAS-WSVA--P----,451621010000
WAS-WST-LVP----,451622000000
WAS-WSF-LVP----,451623000000
WAS-WSUKP-P----,451624000000
WA-DBAIF----A--,451701000000
WA-DBAMV----A--,451702000000
WA-DBATB----A--,451703000000
WA-DBAI-----A--,451704000000
WA-DBALPNC--A--,451705000000
WA-DBALPC---A--,451705010000
WA-DBAFP----A--,451706000000
WA-DBAT-----A--,451707000000
WA-DBAFG----A--,451708000000
WA-DBAD-----A--,451709000000
WA-DBAFF----A--,451710000000
WA-DIPIB---L---,451801000000
WA-DIPCO---L---,451802000000
WA-DIPIS---L---,451803000000
WA-DIPIT---L---,451804000000
WA-DIPID---L---,451805000000
WA-DIPTH---L---,451806000000
WA-DIPFF---L---,451807000000
WAS-GND-NCP----,451901010000
WAS-GNM---P----,451901020000
WAS-GNW-SWP----,451901030000
WAS-GNFL--P----,451901040000
WAS-GNFZ--P----,451901050000
WAS-GNG-TIP----,451901060000
WAS-GNLDN-P----,451901070000
WAS-GNLDTCP----,451901080000
WAS-GNLDMCP----,451901090000
WAS-GNDEWCP----,451901100000
WAS-GSI---P----,451902010000
WAS-GSSCL-P----,451902020000
WAS-GSSCH-P----,451902030000
WAS-GSSCCEP----,451902040000
WAS-GSSCCUP----,451902050000
WAS-GSSLL-P----,451902060000
WAS-GSSLH-P----,451902070000
WAS-GSSLCEP----,451902080000
WAS-GSSLCUP----,451902090000
WAS-GSSDC-P----,451902100000
WOS-IB----P----,461101000000
WOS-IBM---P----,461101010000
WOS-IBBS--P----,461101020000
WOS-IBG---P----,461101030000
WOS-IBMG--P----,461101040000
WOS-IBBB--P----,461101050000
WOS-IBBBM-P----,461101060000
WOS-IBGL--P----,461101070000
WOS-IBGLM-P----,461101080000
WOS-IBF---P----,461101090000
WOS-IBII--P----,461101100000
WOS-ICWB--P----,461102010000
WOS-ICWR--P----,461102020000
WOS-ICIF--P----,461102030000
WOS-IDC---P----,461103010000
WOS-IDD---P----,461103020000
WOS-IDS---P----,461103030000
WO-DIDID---L---,461103040000
WOS-II----P----,461104000000
WOS-IITM--P----,461104010000
WOS-IITE--P----,461104020000
WOS-IIP---P----,461104030000
WO-DILOV---L---,461105010000
WO-DILUC---L---,461105020000
WO-DILOR---L---,461105030000
WO-DILIEO--L---,461105040000
WO-DILIEE--L---,461105050000
WO-DILIER--L---,461105060000
WO-DIOC----L---,461106010000
WO-DIOCS---L---,461106020000
WO-DIOL----L---,461106030000
WO-DIOLF---L---,461106040000
WOS-ISC---P----,461107000000
WOS-ISS---P----,461107010000
WOS-ITRH--P----,461108010000
WOS-ITR---P----,461108020000
WOS-ITBB--P----,461108030000
WOS-HDS---P----,461201010000
WO-DHDDL---L---,461201020000
WO-DHDDC---L---,461201030000
WO-DHDDA----A--,461201040000
WO-DHCC----L---,461202010000
WO-DHCI-----A--,461202020000
WO-DHCB-----A--,461202030000
WO-DHCW-----A--,461202040000
WO-DHCF----L---,461202050000
WO-DHCF-----A--,461202060000
WOS-HPB-O-P----,461203020000
WOS-HPB-A-P----,461203030000
WOS-HPBA--P----,461203040000
WO-DHPBA---L---,461203050000
WO-DHPBA----A--,461203060000
WOS-HPCP--P----,461203070000
WO-DHPBP---L---,461203080000
WOS-HPFH--P----,461203090000
WOS-HPFS--P----,461203100000
WOS-HPFS---L---,461203110000
WOS-HPFF----A--,461203120000
WO-DHPMD----A--,461203140000
WOS-HPML--P----,461203150000
WO-DHPMO--P----,461203160000
WO-DHPMO---L---,461203170000
WO-DHPMO----A--,461203180000
WO-DHPMRA--L---,461203190000
WO-DHPMRB--L---,461203200000
WOS-HPM-R-P----,461203210000
WOS-HPM-FC-L---,461203220000
WOS-HPM-CC-L---,461203230000
WOS-HPD---P----,461203240000
WO-DHPSPA--L---,461203260000
WO-DHPSPB--L---,461203270000
WO-DHPSPS--L---,461203280000
WOS-HABA--P----,461204010000
WOS-HABB--P----,461204020000
WOS-HABM--P----,461204030000
WOS-HABP--P----,461204040000
WO-DHABP----A--,461204050000
WOS-HAL---P----,461204060000
WO-DHALLA--L---,461204070000
WOS-HALV--P----,461204080000
WOS-HALH--P----,461204090000
WOS-HHRS--P----,461205010000
WOS-HHRA--P----,461205020000
WO-DHHD-----A--,461205030000
WOS-HHDF--P----,461205040000
WO-DHHDF----A--,461205050000
WO-DHHDK--P----,461205060000
WO-DHHDK----A--,461205070000
WOS-HHDS--P----,461205080000
WOS-HHDWA-P----,461205090000
WOS-HHDWB-P----,461205100000
WO-DHHDB---L---,461205110000
WOS-HHDR---L---,461205120000
WOS-HHDE--P----,461205130000
WO-DHHDD----A--,461205140000
WOS-BFC-S-P----,461206010000
WOS-BFC-M-P----,461206020000
WOS-BFC-CLP----,461206030000
WOS-BFC-SIP----,461206040000
WOS-BFC-STP----,461206050000
WOS-BFC-G-P----,461206060000
WOS-BFC-P-P----,461206070000
WOS-BFC-CBP----,461206080000
WOS-BFC-R-P----,461206090000
WOS-BFC-COP----,461206100000
WOS-BFC-SHP----,461206110000
WOS-BFQ-F-P----,461206120000
WOS-BFQ-M-P----,461206130000
WOS-BFQ-C-P----,461206140000
WOS-TCCW--P----,461207010000
WO-DTCCCFE-L---,461207020000
WO-DTCCCFF-L---,461207030000
WOS-TCCTD-P----,461207040000
WOS-TCCTG-P----,461207050000
WO-DOBVA----A--,461301010000
WO-DOBVB----A--,461301020000
WO-DOBVC----A--,461301030000
WO-DOBVD----A--,461301040000
WO-DOBVE----A--,461301050000
WO-DOBVF----A--,461301060000
WO-DOBVG----A--,461301070000
WO-DOBVH----A--,461301080000
WO-DOBVI----A--,461301090000
WO-DBSF-----A--,461302010000
WO-DBSG-----A--,461302020000
WO-DBSM-----A--,461302030000
WO-DBST-----A--,461302040000
WO-DGMSR----A--,461401010000
WO-DGMSC----A--,461401020000
WO-DGMSSVS--A--,461401030000
WO-DGMSSC---A--,461401040000
WO-DGMSSM---A--,461401050000
WO-DGMSSF---A--,461401060000
WO-DGMSSVF--A--,461401070000
WO-DGMSIVF--A--,461401080000
WO-DGMSIF---A--,461401090000
WO-DGMSIM---A--,461401100000
WO-DGMSIC---A--,461401110000
WO-DGMSB----A--,461401120000
WO-DGMS-CO--A--,461401130000
WO-DGMS-PH--A--,461401140000
WO-DGMS-SH--A--,461401150000
WO-DGML-----A--,461401160000
WO-DGMN-----A--,461401170000
WO-DGMRS----A--,461401180000
WO-DGMRM----A--,461401190000
WO-DGMRR----A--,461401200000
WO-DGMCL----A--,461401210000
WO-DGMCM----A--,461401220000
WO-DGMCH----A--,461401230000
WO-DGMIBA---A--,461401240000
WO-DGMIBB---A--,461401250000
WO-DGMIBC---A--,461401260000
WO-DGMIBD---A--,461401270000
WO-DGMIBE---A--,461401280000
WO-DGMBCA---A--,461401290000
WO-DGMBCB---A--,461401300000
WO-DGMBCC---A--,461401310000
WO-DGMBTA---A--,461401320000
WO-DGMBTB---A--,461401330000
WO-DGMBTC---A--,461401340000
WO-DGMBTD---A--,461401350000
WO-DGMBTE---A--,461401360000
WO-DGMBTF---A--,461401370000
WO-DGMBTG---A--,461401380000
WO-DGMBTH---A--,461401390000
WO-DGMBTI---A--,461401400000
WO-DL-ML---L---,461501000000
WO-DL-MA----A--,461502000000
WO-DL-RA---L---,461503000000
WO-DL-SA----A--,461504000000
WO-DL-TA----A--,461505000000
WO-DL-O-----A--,461506000000
WO-DMCA----L---,461601000000
WO-DMCC-----A--,461602000000
WO-DMCD----L---,461603000000
WOS-MF----P----,461604000000
WOS-ML----P----,461605000000
WOS-MOA---P----,461606000000
WO-DMOA-----A--,461607000000
WO-DMPA----L---,461608000000
WOS-MPA---P----,461609000000
IUPPSCD-----***,501101005300
IUAPSCC-----***,501101001100
IUAPSCP-----***,501101004900
IUAPSCO-----***,511101004700
IUAPSCS-----***,511101005700
IUGPSCC-----***,521101001100
IUGPSCO-----***,521101004700
IUGPSCP-----***,521101004900
IUGPSCS-----***,521101005700
IUGPSCT-----***,521101006000
IUSPSCC-----***,531101001100
IUSPSCO-----***,531101004700
IUSPSCP-----***,531101004900
IUSPSCS-----***,531101005700
IUUPSCO-----***,541101004700
IUUPSCP-----***,541101004900
IUUPSCS-----***,541101005700
IUPPSRD-----***,501103001400
IUPPSRE-----***,501103001500
IUPPSRI-----***,501103002400
IUPPSRM-----***,501103003900
IUPPSRT-----***,501103005800
IUPPSRS-----***,501103005400
IUPPSRU-----***,501103006200
IUAPSRAI----***,511103000300
IUAPSRAS----***,511103000200
IUAPSRC-----***,511103001000
IUAPSRD-----***,511103001400
IUAPSRE-----***,511103001600
IUAPSRF-----***,511103001700
IUAPSRI-----***,511103002400
IUAPSRMA----***,511103003500
IUAPSRMD----***,511103003700
IUAPSRMG----***,511103004000
IUAPSRMT----***,511103004200
IUAPSRMF----***,511103003900
IUAPSRTI----***,511103005900
IUAPSRTA----***,511103005800
IUAPSRTT----***,511103006100
IUAPSRU-----***,511103006200
IUGPSRAT----***,521103000600
IUGPSRAA----***,521103000100
IUGPSRB-----***,521103000800
IUGPSRCS----***,521103001200
IUGPSRCA----***,521103000900
IUGPSRD-----***,521103001400
IUGPSRE-----***,521103001600
IUGPSRF-----***,521103001700
IUGPSRH-----***,521103001900
IUGPSRI-----***,521103002100
IUGPSRMM----***,521103003800
IUGPSRMA----***,521103003500
IUGPSRMG----***,521103004000
IUGPSRMT----***,521103004200
IUGPSRMF----***,521103003900
IUGPSRS-----***,521103005600
IUGPSRTA----***,521103005800
IUGPSRTI----***,521103005900
IUGPSRTT----***,521103006100
IUGPSRU-----***,521103006200
IUSPSRAT----***,531103000600
IUSPSRAA----***,531103000100
IUSPSRCA----***,531103000900
IUSPSRCI----***,531103001000
IUSPSRD-----***,531103001400
IUSPSRE-----***,531103001600
IUSPSRF-----***,531103001700
IUSPSRH-----***,531103001900
IUSPSRI-----***,531103002100
IUSPSRMM----***,531103003800
IUSPSRMA----***,531103003500
IUSPSRMG----***,531103004000
IUSPSRMT----***,531103004200
IUSPSRMF----***,531103003900
IUSPSRS-----***,531103005500
IUSPSRTA----***,531103005800
IUSPSRTI----***,531103005900
IUSPSRTT----***,531103006100
IUSPSRU-----***,531103006200
IUUPSRD-----***,541103001400
IUUPSRE-----***,541103001600
IUUPSRM-----***,541103003900
IUUPSRS-----***,541103005500
IUUPSRT-----***,541103005800
IUUPSRU-----***,541103006200
SUCPMUSCMT*****,601101000000
SUCPMUSNMT*****,601102000000
SUCPMUSCPT*****,601103000000
SUCPNSCTA-*****,601104000000
SUCPNNSCTA*****,601105000000
